Cell_ID,Cell_type,Area,X,Y,CD3,CD4,CD8a,CD68,DNA1,Ki67,S100
15,Tc,31.0,5.806451612903226,589.6451612903226,0.6827305950175262,0.7166631489009171,0.9032215363446342,0.3286730202951443,0.6929922451698551,0.35760514653943587,0.11546070361018149
16,Mphi,76.0,6.4605263157894735,621.5,0.13883741103154365,0.3515507887546648,0.09867064315370969,0.352971992037044,0.8323247918592971,0.1441765561354771,0.2601020440520554
17,Mphi,43.0,6.883720930232558,640.9069767441861,0.15008525937682088,0.3625698219854722,0.20769799681294177,0.39682391965901714,0.8433275388015856,0.06481996467358474,0.31573066115108583
18,Th,46.0,7.782608695652174,281.7608695652174,0.4521561320378065,0.6188333191293638,0.18115738310847712,0.2925882781559717,0.8286593641798297,0.1330104162182926,0.0800855254268661
19,Mphi,56.0,7.982142857142857,379.125,0.3423383320257286,0.6133352140548245,0.19971639394901106,0.29134900685586473,0.8353594846841782,0.20819387133474618,0.037120518884903336
20,Mphi,42.0,6.9523809523809526,435.3095238095238,0.1532351499142621,0.5894190514547664,0.2621009476714301,0.33265641277338376,0.8029037575494347,0.16784914960466482,0.16365295243095257
21,B,29.0,7.0344827586206895,484.58620689655174,0.4151080470250113,0.20266908486356375,0.4980038900713955,0.06170051518939176,0.9704845412245988,0.18221798984031193,0.1124796498181713
22,B,40.0,8.5,298.0,0.2685665788633625,0.34474345462510564,0.1923375002526749,0.21780155340551752,0.9483319239723574,0.34964229615920317,0.051392958893514556
23,B,74.0,9.702702702702704,398.14864864864865,0.5377968192389413,0.5872661254604642,0.16076814723508548,0.18000201559433635,0.9739138423075274,0.7719781442494817,0.05094775742951577
24,B,18.0,6.888888888888889,489.44444444444446,0.19654781930598955,0.09945080836626219,0.09987801435355635,0.16522969890054987,0.957384387104326,0.11517096752734902,0.12549119384929133
25,Th,15.0,8.2,309.8,0.8705615792493765,0.6436831032502462,0.4919482770083205,0.05974881021189401,0.9508886304464214,0.16900536954155576,0.0
26,Tc,33.0,9.515151515151516,335.24242424242425,0.8825717733392724,0.6408308604497457,0.8927575550127724,0.12750929539200478,0.9441235064191329,0.2126733029014741,0.10903879128571606
27,Tc,29.0,8.448275862068966,365.2413793103448,0.21072967142546775,0.24865838282665806,0.5244063608303946,0.1512475814937007,0.8653881185837337,0.6892492567222964,0.012178145298748338
28,B,43.0,9.418604651162791,469.5581395348837,0.37772730304973695,0.3427185124311024,0.08475391787823597,0.11249937376363987,0.9628950093823905,0.20810053713342633,0.14076913140912342
29,Th,44.0,10.068181818181818,479.02272727272725,0.7029800207255691,0.4616923311548836,0.6866154242339292,0.11602219388303985,0.9457274120089043,0.14992228418336073,0.07634309133512443
30,B,22.0,9.0,501.8636363636364,0.3296635826411224,0.21881385663413125,0.3709953282948334,0.3577206693735426,0.8999005582892764,0.1205608698444631,0.13136407389039276
31,Th,54.0,10.61111111111111,606.3888888888889,0.6624202160684061,0.6218157574854444,0.13917912924727582,0.24079261763610207,0.7707217809460023,0.11517096752734902,0.658043237968611
32,B,35.0,11.0,305.0,0.662988281129352,0.47449273204761105,0.42063966860780755,0.1352425986555454,0.9737066288094243,0.23400165898587277,0.020059800576601474
33,other,56.0,11.428571428571429,416.80357142857144,0.11329039271629468,0.18402006598957038,0.26803792476016775,0.2374969802623242,0.9308969243772343,0.9071913362453299,0.037120518884903336
34,Th,73.0,13.26027397260274,445.71232876712327,0.5801866375049928,0.5310279348160002,0.4758823200441714,0.2715812342831985,0.8797966622453944,0.18600171430664858,0.08670332611679618
35,Mel,83.0,12.53012048192771,532.3855421686746,0.1040023832746626,0.25375367581569414,0.1574770035608872,0.35067695902056445,0.8697228731925243,0.11102786965118368,0.31194943594818714
36,Mphi,17.0,10.352941176470589,565.0,0.145233954242431,0.6141477846905334,0.17994714724589156,0.8375811884105613,0.7588743359325305,0.2074851972124297,0.09715102544125627
37,B,59.0,12.067796610169491,598.4745762711865,0.27764001274039735,0.36910369561851164,0.21043173186771283,0.2862125255481739,0.8584649769772007,0.10626339285023588,0.5048899398067593
38,Th,50.0,11.96,655.52,0.6019590951707315,0.49782923454967937,0.27324822202515814,0.13874883592760956,0.9707227981259576,0.2412631141368524,0.04809108319407811
39,B,34.0,11.676470588235293,489.7352941176471,0.5709606320885461,0.486941442476234,0.4246037072925823,0.19967413813369106,0.9650602621891414,0.11341580529999269,0.06953483438891174
40,B,20.0,11.7,496.15,0.4137244092836713,0.21573140920858216,0.8186708163022696,0.17417974187248544,0.9228748494509577,0.20416483455537582,0.17078120477760433
41,Th,43.0,13.0,519.7441860465116,0.4786442904057575,0.7737375933312124,0.1526744749287501,0.3492898592126639,0.8628334304233621,0.14712394471479653,0.1136753737592182
42,Th,51.0,14.509803921568627,311.078431372549,0.8117400162670165,0.7013244645670391,0.1513072537040026,0.33175175402136453,0.9360840937639697,0.14666268129694954,0.07266447594488244
43,Mphi,40.0,12.925,457.0,0.2685665788633625,0.38222275629328933,0.0692698173880809,0.16264293528673238,0.8124290899666905,0.08376507222104256,0.17750431603225825
44,Tc,53.0,13.566037735849056,551.6981132075472,0.8166405607830748,0.6118529593265261,0.7477057199709796,0.6214114215131513,0.9100225233301474,0.18787904365574604,0.16488188458827394
45,Th,67.0,16.417910447761194,320.02985074626866,0.6077192890827603,0.6163259438546458,0.1715608626048992,0.42497935655653557,0.9252697518021172,0.24551181272671682,0.07998341898106194
46,Mphi,51.0,14.666666666666666,426.4117647058824,0.19654781930598955,0.5451250022947534,0.12103570821233241,0.24809102745116418,0.540531602291458,0.18952038685394035,0.03404751321297879
47,Mphi,93.0,17.49462365591398,576.4193548387096,0.20455339172742384,0.3710486396471426,0.29095457026828253,0.7846166056372532,0.8523226223306507,0.28331229664322993,0.06902858837880094
48,Th,35.0,13.742857142857142,646.8857142857142,0.8825717733392724,0.8146731588917034,0.8005667307985854,0.21928894356785145,0.9545404618050896,0.29677551700284116,0.12872840812704442
49,Th,58.0,14.793103448275861,271.8965517241379,0.6220358083287584,0.5248086056240512,0.723405037279785,0.34195504193529874,0.8840081347558247,0.29806317094485013,0.10209817062692494
50,B,46.0,15.282608695652174,283.7608695652174,0.4521561320378065,0.4079924515177046,0.16019028211168498,0.2263388070004805,0.9217420738880296,0.20662111761416788,0.07320716979784529
51,Mphi,28.0,14.392857142857142,326.0357142857143,0.1028627737318321,0.34474345462510564,0.17040466412971098,0.24105526318329626,0.8813056247899359,0.1257085400436721,0.04903622146714395
52,Mphi,61.0,16.081967213114755,352.327868852459,0.29138978048421144,0.4875365941035698,0.11616538769466057,0.38229265117680594,0.779295591319088,0.19004468029623794,0.05058260607476785
53,Th,59.0,16.220338983050848,365.864406779661,0.8203963831853299,0.7479060546042998,0.1792381519421094,0.31849039322685074,0.835363568588382,0.20320406007334227,0.04098199422291122
54,Mphi,15.0,14.2,372.8,0.21296478614582884,0.3270282734980323,0.19998763991711174,0.234870209490234,0.8012411201909343,0.28413946150375374,0.0
55,Tc,65.0,15.723076923076922,511.38461538461536,0.7222905510014219,0.403492942712985,0.8241856828935746,0.37067410009047,0.9442992185069851,0.19802903986679404,0.016249443368036517
56,Mphi,35.0,15.285714285714286,543.6285714285714,0.3690815374242445,0.4923015727805707,0.1755492584210091,0.6886976769093865,0.6218903931999346,0.15496017336036236,0.19905360618941637
57,Mphi,28.0,14.285714285714286,567.4285714285714,0.1532351499142621,0.5793429881235881,0.1873583013060803,0.7658315526791208,0.7349064472263337,0.30603001592641127,0.09457335137897423
58,Th,41.0,16.024390243902438,661.219512195122,0.6475538941971327,0.7191719291955175,0.1940266711053473,0.18708416352069634,0.9593410782947666,0.177222196162701,0.04208807259790151
59,Mphi,63.0,17.126984126984127,339.06349206349205,0.3039330269498619,0.5213101793367524,0.27622635306634835,0.23230887485867646,0.8914564750342963,0.16977476720688103,0.11849498230600526
60,Mphi,21.0,15.952380952380953,345.57142857142856,0.26360653567856746,0.699707183604485,0.2170507009945242,0.5995992518433578,0.7474520684251947,0.23804909774153882,0.10903879128571606
61,Mphi,75.0,18.0,379.12,0.11025061549245543,0.30483437304922156,0.1179134291844234,0.22675424018829718,0.8752708980189275,0.3090735936037463,0.12872840812704442
62,B,51.0,17.176470588235293,402.15686274509807,0.17658299788745985,0.2528084805756075,0.1463789836018564,0.15060155957441498,0.9207805209537988,0.2205516285013505,0.09111957467074176
63,Th,55.0,16.672727272727272,467.8727272727273,0.7161650976146859,0.6788965286270884,0.15980117957813852,0.21111900250239296,0.956099360439377,0.2193777736011641,0.0849172912895238
64,B,41.0,16.26829268292683,477.2439024390244,0.27399340347400797,0.25891983334236035,0.2719073637534431,0.19247458074196452,0.9394180029566696,0.12203059368598453,0.10413775717515449
65,Tc,56.0,17.071428571428573,584.5535714285714,0.6011781553247223,0.3718343303976053,0.7990737535895414,0.44129411036706667,0.9104463197724245,0.15762226951909225,0.07221833966800723
66,B,43.0,17.209302325581394,294.4186046511628,0.2042452770269179,0.3702696051897954,0.14683935477249152,0.5271609534810073,0.9603922925784194,0.2335761531986402,0.1067071678102845
67,Th,62.0,18.693548387096776,394.0483870967742,0.6852178768640731,0.5915466023089405,0.11013158050533947,0.18760841211954066,0.9502365680613034,0.1721255744411785,0.039057432573708244
68,Mphi,73.0,18.356164383561644,439.32876712328766,0.30552278317436127,0.41803580033377213,0.5421037087389696,0.33096944927122385,0.868850664159126,0.2080289265798024,0.051618490188322194
69,Th,40.0,17.2,492.85,0.9118297734433873,0.7670842256582516,0.3885138462848318,0.5612517741107852,0.9482198128721905,0.13778431861485538,0.07562322108088321
70,Th,49.0,17.428571428571427,303.7551020408163,0.5285277577335754,0.7454659354895179,0.19091980718982046,0.5751579178983285,0.9832412939748738,0.1519013379619582,0.0818977296837253
71,other,44.0,19.136363636363637,410.0,0.10857331287381077,0.09874207360928937,0.17196900691845224,0.11602219388303985,0.7948890866642697,0.17230230074035036,0.008051726784637512
72,Th,35.0,17.0,605.3428571428572,0.6745593498870113,0.5731487720622963,0.11025596485499346,0.30076163813498397,0.7815925798116229,0.18268370641349552,0.31751419447689716
73,Mphi,27.0,18.88888888888889,329.51851851851853,0.27399340347400797,0.6171261305731015,0.16688226626069877,0.6560258577398449,0.8358552502252735,0.10007158833368218,0.12005673766561474
74,other,56.0,19.642857142857142,485.76785714285717,0.28164699988898495,0.3224907861334644,0.12075765668902244,0.22298718031021728,0.9287305323707064,0.1396184365158286,0.02498022879512058
75,Mphi,104.0,20.85576923076923,557.3557692307693,0.17113233900900507,0.370709755545255,0.19499865439069172,0.47704800955043497,0.8259868156539919,0.4499135180136972,0.10420872587466816
76,Th,15.0,17.8,639.2,0.9661833649986907,0.8813740286818857,0.34340476510538775,0.1928318417010657,0.9132974140382453,0.3551435395596377,0.12872840812704442
77,Th,69.0,21.231884057971016,643.4202898550725,0.8117810515624665,0.7014335036544623,0.16727326657306874,0.10013322095099363,0.9517930330002012,0.8360422615983707,0.04007687980871484
78,Th,54.0,21.38888888888889,287.31481481481484,0.8274154821572908,0.7816032606284767,0.07382117559389478,0.34815373585652143,0.9570451673898382,0.15811378554625552,0.056858311062683374
79,Tc,39.0,20.23076923076923,416.79487179487177,0.5488893871344392,0.24317900149352648,0.8915808640477085,0.15419396002553615,0.8489344083904004,0.1968518731741711,0.052658369925419335
80,Th,35.0,20.542857142857144,506.3142857142857,0.4726451278944911,0.4634006393198221,0.40437723720092816,0.18225993296422255,0.9330240211468246,0.1405331582539712,0.029863700176890422
81,Th,14.0,18.357142857142858,520.7857142857143,0.84430012402505,0.7460174888338668,0.7783353512096517,0.13874883592760956,0.893612402755441,0.04500354883099412,0.04903622146714395
82,Th,84.0,21.357142857142858,631.4047619047619,0.5982039703020969,0.5759157948060116,0.29442076192011346,0.23391134947261963,0.9348927321205152,0.12883059781240375,0.08721083277368515
83,Th,57.0,22.350877192982455,267.4736842105263,0.8705615792493765,0.6533871600059349,0.42701819661942736,0.18584643898040693,0.9489007077879709,0.2577961083917341,0.018498235765805403
84,Mphi,18.0,20.5,315.0,0.16804805358872135,0.44745892695892964,0.09987801435355635,0.4643037903355184,0.897126416837012,0.1716933248449887,0.15709591178196858
85,B,47.0,21.127659574468087,459.468085106383,0.5927983806013293,0.5645887973258763,0.7515413003651641,0.1666002347818381,0.9011461452614121,0.4776495710402759,0.1047656192014616
86,Mphi,81.0,22.246913580246915,600.604938271605,0.21176559593210884,0.4821570599349411,0.17874156871730007,0.6817106101875627,0.8383996941905018,0.13308005636520834,0.10158089821597245
87,Th,53.0,21.849056603773583,671.9811320754717,0.8313023857290883,0.7879874569440977,0.15573149325701033,0.5386781209562163,0.9125813585689921,0.15132222105217819,0.09952457109675332
88,Th,53.0,24.339622641509433,501.9056603773585,0.6259706686185245,0.5916586209938955,0.40865997114615155,0.18503457091423034,0.9494617209737399,0.13693435815544652,0.05170357558668691
89,Tc,27.0,22.22222222222222,522.8148148148148,0.7573404687271539,0.3847291355005624,0.828791694635936,0.16091101811909875,0.8268196213071997,0.06859555010266509,0.15194459084459203
90,Th,30.0,22.233333333333334,654.7333333333333,1.0,0.9225373123821192,0.21494928876852157,0.17796687736511305,0.9786195169722296,0.1269595117523008,0.023344213035694086
91,Tc,56.0,23.821428571428573,237.80357142857142,0.4137244092836713,0.45630580617661226,0.42213083976798277,0.06878701675511283,0.9228682979093211,0.33147373468751945,0.02498022879512058
92,other,31.0,23.451612903225808,255.25806451612902,0.10320202561103704,0.28180506101575137,0.09691334379799232,0.18039494977033052,0.8991630423402992,0.13173509402710384,0.033619334493465394
93,other,62.0,23.741935483870968,279.1774193548387,0.17040124098935164,0.2417552335496307,0.10576039661180743,0.1307975336364405,0.8627153502692703,0.14006123796276448,0.017025606319678765
94,other,33.0,23.09090909090909,368.2121212121212,0.08834253082952588,0.297664015149355,0.2255561173206441,0.2877786459614695,0.8566302931119152,0.1556067585715857,0.031630426323279365
95,Mphi,44.0,23.181818181818183,446.45454545454544,0.24885118812771725,0.45868490241943277,0.34518197775022574,0.4271392808109848,0.8336387584991785,0.2292682017647834,0.09056832219994027
96,Tc,19.0,22.157894736842106,516.1578947368421,0.5294402611490757,0.32128929752639207,0.49113684882668845,0.18192235813450167,0.9275060319037638,0.09521696067295134,0.053987668585902676
97,Th,47.0,23.23404255319149,660.9148936170212,0.9788885195904019,0.8966475107023852,0.09596384823217996,0.31016877205623233,0.9600821852999049,0.24018843196627038,0.051042507202728495
98,Th,52.0,25.03846153846154,261.03846153846155,0.6268421552497959,0.5264330315845752,0.208099151285988,0.13402334265935484,0.9625459896793649,0.17733416710023708,0.026862837814321607
99,B,39.0,23.923076923076923,299.84615384615387,0.3507812066130954,0.5074313996452179,0.05590320109977813,0.23280252767277942,0.959421420046059,0.2142284795185799,0.052658369925419335
100,Mphi,27.0,24.444444444444443,304.77777777777777,0.15821594802486727,0.479056177161483,0.10997029980263757,0.3214123028860596,0.9249096693897644,0.12986731546474106,0.03845546165047526
101,Th,48.0,24.583333333333332,389.375,0.7360969181428803,0.6815090168768868,0.30161215148718684,0.18730995020389754,0.9548287681676966,0.10007158833368218,0.050019254255070554
102,Th,37.0,23.513513513513512,473.72972972972974,0.9082885688073457,0.7618690253853784,0.199166125595855,0.16137969050031378,0.9639155196202371,0.2844855407913129,0.1144239231095257
103,Mel,78.0,25.91025641025641,621.3974358974359,0.31132852295399727,0.3932391210789777,0.1785160390538706,0.3829222463833,0.8694008525820389,0.09296209315098597,0.5328439979692117
104,Tc,37.0,25.0,244.59459459459458,0.7201145702661566,0.2251428717539533,0.8374758832718383,0.23196167264769826,0.8962848840546795,0.2844855407913129,0.06416984961199276
105,Th,34.0,25.352941176470587,293.47058823529414,0.7319580944338329,0.6858507615555854,0.07225041171380019,0.13150404525055703,0.9766647028182883,0.19407130431326303,0.05042359246215327
106,Th,59.0,25.152542372881356,337.8474576271187,0.7259915290959423,0.6175529217093678,0.2362230017430458,0.16893313480720235,0.9412920623284343,0.13329718170711868,0.08482106529827774
107,Mphi,22.0,24.772727272727273,374.09090909090907,0.07446689676999436,0.36783418369719423,0.16647318075381617,0.29048320138047956,0.8448648778366562,0.16679582309298654,0.031630426323279365
108,Th,70.0,26.728571428571428,467.77142857142854,0.7862385815343216,0.7798439337404715,0.2543919934236297,0.16926789487895266,0.9369847684327567,0.6019457588503083,0.06764953201497463
109,Th,31.0,24.548387096774192,494.80645161290323,0.42775728462009815,0.5226921807900147,0.15603341897741507,0.2666311063665199,0.962556053008006,0.22386885107012366,0.05510042496172559
110,Tc,54.0,24.98148148148148,584.5,0.6146642366512124,0.5839834241551123,0.7665683330934795,0.7260856110151679,0.8332560755232942,0.15811378554625552,0.09212892689488664
111,Th,56.0,26.589285714285715,647.6071428571429,0.8923353392025112,0.7479384923278467,0.0661509934299513,0.12547641739324486,0.9607221742429338,0.1750339290818782,0.02498022879512058
112,Th,33.0,25.818181818181817,312.3636363636364,0.7805842037317652,0.6788965286270884,0.21226191722853094,0.17105961422697455,0.9486777057191671,0.10835856498925031,0.021256047857365287
113,Th,95.0,28.63157894736842,319.4842105263158,0.6263562385805256,0.594533275283503,0.24868307451827337,0.16264293528673238,0.9432415108231996,0.7127884844861976,0.05743088465198391
114,Mphi,42.0,26.238095238095237,353.6666666666667,0.08506755448079822,0.48468564926121244,0.5043803361668266,0.20928436593695818,0.7481469293224547,0.23804909774153882,0.08721083277368515
115,Th,78.0,27.705128205128204,401.06410256410254,0.6637128399340805,0.5250058933193092,0.422829882492704,0.1292543667223542,0.9120521955130744,0.1788620217050037,0.03989000164937999
116,B,19.0,25.157894736842106,479.1578947368421,0.23871991948928847,0.20182457359391337,0.09503277726625364,0.11906957486217609,0.9434957961037845,0.1237274614188519,0.07101924319186395
117,Th,28.0,26.392857142857142,345.2857142857143,0.5197489163374824,0.4817156019021468,0.324617941693146,0.24105526318329626,0.8984390870663664,0.06627920093558096,0.1054544028368552
118,Th,56.0,28.160714285714285,410.10714285714283,0.5676436687543674,0.3776361313895274,0.1393483648910514,0.13436231284648703,0.9217464091501018,0.6462051764986741,0.04310605229936924
119,other,35.0,27.542857142857144,487.6857142857143,0.14153872175645152,0.2108502079373483,0.1179134291844234,0.2645500456265976,0.853062881777987,0.08679576667109633,0.04903622146714395
120,Th,29.0,26.413793103448278,511.9310344827586,0.6914737710906185,0.7812752931200464,0.29748661095125506,0.6353390304815576,0.9524428612731531,0.14854102990901696,0.0807927687950633
121,Tc,46.0,27.804347826086957,517.8913043478261,0.33572698288737374,0.2712397558703105,0.5102214453657786,0.19884258797310206,0.9343662405539997,0.06718671101083304,0.06625240538415629
122,Mphi,24.0,27.666666666666668,231.125,0.2366885253504853,0.23972387630136133,0.3420032748787654,0.11795424900761821,0.8094081385793582,0.22269653197005435,0.08349644236992253
123,other,24.0,27.333333333333332,364.2916666666667,0.19654781930598955,0.24865838282665806,0.09987801435355635,0.15873773373867084,0.7233848071739392,0.18492876940656905,0.014687143340176055
124,Tc,62.0,30.177419354838708,424.80645161290323,0.4521561320378065,0.19063731471633089,0.7208713433401083,0.1911758733158318,0.9394292241584905,0.17599978385270865,0.0603595272192072
125,Mphi,67.0,30.597014925373134,561.955223880597,0.07341857104447498,0.3194181316045765,0.11870733692118263,0.24221774322220416,0.7640832146857985,0.1999208502449842,0.15086245209427904
126,Th,60.0,28.666666666666668,635.8333333333334,0.8177060057563177,0.7876588684354893,0.12233141409185906,0.3284102854573975,0.9763227641258899,0.1441765561354771,0.056858311062683374
127,Th,74.0,29.405405405405407,674.6216216216217,0.5329587758375186,0.5569650470679909,0.10848168032984308,0.09749727230091769,0.8646554048451548,0.17096821192782102,0.07283320143832327
128,B,51.0,31.15686274509804,274.7843137254902,0.2344088578831225,0.26505519825996865,0.1981979323349356,0.2163681044105791,0.8947587943752972,0.1516005028991429,0.060051374026598936
129,Th,63.0,31.650793650793652,417.2857142857143,0.7061737216590375,0.5697359174396954,0.19563022046424802,0.29799378804626264,0.9338354380120703,0.4120305999928563,0.07474225197498835
130,Mphi,59.0,30.610169491525422,604.2372881355932,0.19086886926284888,0.5905386246392745,0.22899033814251893,0.7897734579610404,0.7274075899126282,0.1590455785757463,0.403431165309773
131,Th,47.0,29.106382978723403,655.1063829787234,0.782512241364319,0.7100693379881343,0.05945832238773709,0.16164873110464534,0.9753980629410627,0.09614983615125028,0.022367607147516854
132,Th,66.0,30.59090909090909,663.060606060606,0.7035277462505354,0.7269779423913415,0.08723698555954656,0.11987923753204943,0.9172075826208304,0.11245608378466293,0.03675596277989447
133,Tc,42.0,29.88095238095238,689.2142857142857,0.44152287784891503,0.4240253896281183,0.27156469594597205,0.1990671148162425,0.7855529306743437,0.18492876940656905,0.1301104445074812
134,Tc,23.0,29.130434782608695,269.4782608695652,0.6556256135594848,0.2298301171455014,0.6543761736759306,0.37933066703771723,0.9239952005202807,0.17111016104277965,0.030286617003868366
135,Tc,52.0,30.71153846153846,437.28846153846155,0.7809338117355425,0.40987404522157794,0.86014969096935,0.3271549829862058,0.9197840783698559,0.03660950178021265,0.07744896608046428
136,Th,19.0,28.736842105263158,443.2631578947368,0.7512258563096004,0.9104774504084241,0.1505321328587561,0.5783773980337357,0.8946066424675689,0.09521696067295134,0.13481441702490532
137,B,49.0,31.020408163265305,480.8775510204082,0.10436370773925613,0.1639927251676013,0.2814978091986783,0.24408368969466712,0.9321129795024164,0.1257085400436721,0.05574674490740366
138,B,31.0,29.580645161290324,495.0,0.4927731408337899,0.5262951665418717,0.15603341897741507,0.3233869801346609,0.9607288042240086,0.06018244047547203,0.033619334493465394
139,Mphi,63.0,31.80952380952381,281.6190476190476,0.12466435335867346,0.19909409487831073,0.1418805193582789,0.1990671148162425,0.8243989083093148,0.12986731546474106,0.0696842194969605
140,Mphi,78.0,33.15384615384615,333.7564102564103,0.18357567711825656,0.14326742019203798,0.15991594480949264,0.18373735145374262,0.9090923890901075,0.917652996640969,0.16063579594179858
141,Th,50.0,31.86,343.54,0.6517094605711954,0.5554741087268006,0.19694137342291843,0.13874883592760956,0.894578274529714,0.24544960012221353,0.27196644414422716
142,Th,43.0,31.325581395348838,369.6744186046512,0.8353680024395739,0.7574999433916122,0.20769799681294177,0.1849366444125455,0.9356936507858848,0.20810053713342633,0.03234806391462583
143,Th,55.0,31.836363636363636,386.6727272727273,0.8081262801709932,0.6427353209065854,0.5699901330677376,0.21494903570309812,0.9193702861515731,0.13719942456004292,0.06764953201497463
144,Tc,56.0,32.017857142857146,447.73214285714283,0.6699823227300636,0.4703699830337272,0.5808129678391702,0.31899496049312004,0.8872376268163307,0.19600937217899983,0.08349644236992253
145,B,20.0,30.2,508.2,0.2405415041108276,0.2694707388491109,0.18064337918034612,0.4224929600164834,0.9754112521419562,0.0766298077009634,0.08349644236992253
146,Mphi,50.0,32.44,530.48,0.13679264321811904,0.2971976794458192,0.1438976674890921,0.6758662793488184,0.7284260462188857,0.08518141762894946,0.1515305219584988
147,Th,63.0,33.111111111111114,255.984126984127,0.6348000774886815,0.43085892270544474,0.422406367646636,0.14836493843882045,0.9841947499594133,0.8735786091107368,0.022251246945349728
148,B,20.0,30.3,294.0,0.2630816298205378,0.34474345462510564,0.07648157844708676,0.19647877499094243,0.9497405725832403,0.20416483455537582,0.11402169283150693
149,other,14.0,30.357142857142858,304.2142857142857,0.20832461487168702,0.24865838282665806,0.10638696976457053,0.15592972518707343,0.9097552842221456,0.3252470850276476,0.0
150,Mphi,10.0,30.3,376.7,0.27399340347400797,0.37821210484345213,0.1179134291844234,0.0,0.8790979541096302,0.09081155172273953,0.03471062953268288
151,B,51.0,32.568627450980394,502.0,0.26974195497632847,0.3695955824745538,0.08346426147559924,0.2594500149313313,0.9184176776059356,0.11077254607999833,0.10312381374851018
152,Mphi,25.0,32.2,525.12,0.17962395435274947,0.2042699180793828,0.4408289903006044,0.49870552603880663,0.7935797213183509,0.16900536954155576,0.10502285605922887
153,Th,36.0,33.30555555555556,311.97222222222223,0.9566682762005714,0.3861967357904395,0.6945842094957131,0.15216137960762682,0.9660049331627781,0.18492876940656905,0.0
154,Th,39.0,33.743589743589745,461.0,0.5906788543404321,0.636390140092829,0.14063541321332348,0.1480717317674853,0.895495802670618,0.4561074694654939,0.03557675470681165
155,Th,22.0,32.22727272727273,466.09090909090907,0.5417096294271998,0.4905575109060333,0.06992920851611904,0.16051657018352594,0.9132284321754736,0.2292682017647834,0.07634309133512443
156,Mphi,15.0,31.8,540.2,0.162169346319238,0.5329262920168086,0.3084757355437126,0.862276257750903,0.42751750566456725,0.16900536954155576,0.10903879128571606
157,Th,49.0,33.714285714285715,626.2857142857143,0.9022933681996561,0.7907158526583482,0.22300631538035895,0.37535430326854485,0.968559047645333,0.13633883659586613,0.23367819143759821
158,Th,31.0,33.096774193548384,644.0645161290323,0.956605088170898,0.8139659283500357,0.15603341897741507,0.2221546102481506,0.9644694950026718,0.2167931475492632,0.05510042496172559
159,Th,65.0,36.0,355.84615384615387,0.20670909645301447,0.6116521141958854,0.4780633858320464,0.40735752705494915,0.888386523026224,0.15001019904430496,0.06269187320877771
160,B,10.0,32.7,510.7,0.2519335827203883,0.07396715712882727,0.09063588994099826,0.1854554332321466,0.9936827755723612,0.09081155172273953,0.15709591178196858
161,Tc,23.0,33.78260869565217,520.695652173913,0.4709032094758055,0.2298301171455014,0.8124010726019655,0.2964215448900932,0.8734189268733601,0.22111206077013618,0.07320716979784529
